nid,vid,type,language,title,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate
10871,19519,blog,,Absolutely Giving Back ,19,1,1418238561,1418239202,0,1,0,0,0,0
4148,8239,blog,,AbsolutelyTix: Ticketing Outlet for Events or Tour Admissions,4,1,1297449645,1297449775,0,1,0,0,0,0
6115,11567,blog,,AbsolutelyTix: Ticketing Outlet for Events or Tour Admissions,4,1,1334264546,1334784181,0,1,0,0,0,0
1453,2767,blog,,Advertise Daily in 600 Hotel Rooms and the Travel Salem Travel Cafe!,8,1,1250182539,1259871038,0,1,0,0,0,0
8906,16350,blog,,Advertise in the 2014 Visitor Guide!,19,1,1389649977,1389815423,0,1,0,0,0,0
2089,3925,blog,,Advertising Opportunities Available Now!,8,1,1259702467,1259704735,0,1,0,0,0,0
2542,4805,blog,,Advertising Opportunities Available Now!,8,1,1267143773,1267144884,0,1,0,0,0,0
2150,4045,blog,,ALERT! Advertising Confusion,8,1,1260828194,1260908955,0,1,0,0,0,0
1705,3221,blog,,Are You Interested in Attracting International Visitors?,8,1,1254785326,1254871406,0,1,0,0,0,0
1776,3331,blog,,Are You Interested in Attracting International Visitors?,8,1,1255464038,1255470137,0,1,0,0,0,0
2957,5766,blog,,Attend Travel Salem' Absolutely Unplugged Monthly Gathering,8,1,1272586209,1274112108,0,1,0,0,0,0
4799,9413,blog,,"August First Wednesday - ""Everything but the kitchen sink!""ù",4,1,1311285309,1311868408,0,1,0,0,0,0
5507,10609,blog,,Be Seen By 400 Tourism Professionals,4,1,1326406763,1326497637,0,1,0,0,0,0
10304,18620,blog,,Become a Bike Friendly Business  and Enhance Your Exposure to Bicyclists,19,1,1408033531,1408041416,0,1,0,0,0,0
2087,3923,blog,,Become a Fan and Contribute on Travel Salem' Facebook Fan Page!,8,1,1259701859,1259881698,0,1,0,0,0,0
7901,14294,blog,,BMW Motorcycle Owners of America Event,19,1,1371081283,1372110817,0,1,0,0,0,0
3606,7268,blog,,Boost your Company Profile with a Video Listing!,4,1,1286489301,1286495131,0,1,0,0,0,0
11965,21439,blog,,Call Out for Photos,19,1,1442269070,1442511791,0,1,0,0,0,0
3835,7699,blog,,Calling all Wrestling Fans: Oregon State Fair Expo Center Hosts the West Coast World Championship for K-8 Wrestlers,4,1,1291070293,1291149951,0,1,0,0,0,0
2260,4238,blog,,Catch a Performance or Show using AbsolutelyTix,8,1,1263407927,1263429115,0,1,0,0,0,0
8907,16351,blog,,Celebrating 30 years - Travel Salem Thanks all Partners,19,1,1389650137,1389897295,0,1,0,0,0,0
7246,13400,blog,,Connect with Groups this Summer!,4,1,1358380474,1358544396,0,1,0,0,0,0
7373,13569,blog,,Connect with Groups this Summer!,4,1,1361294587,1361819268,0,1,0,0,0,0
5375,10407,blog,,Coupon Books Available at Travel Salem,4,1,1322767034,1322769082,0,1,0,0,0,0
3372,6757,blog,,Create a recreational 'bucket list' of sorts,4,1,1281132967,1281136225,0,1,0,0,0,0
10950,19664,blog,,Custom Greetings on Hotel Phone App,19,1,1421265428,1421265467,0,1,0,0,0,0
4931,9597,blog,,Delicious Summer Staycation Ideas!,4,1,1313452258,1361572937,0,1,0,0,0,0
8795,16187,blog,,Display Ads Available in 2014 Salem Area Visitor Guide,19,1,1386707938,1386784288,0,1,0,0,0,0
4038,8089,blog,,"Display Advertising Closes February 14, 2011!",4,1,1296260919,1296260919,0,1,0,0,0,0
9781,17808,blog,,Do You Belong in the Travel Cafe?,19,1,1399932859,1400100213,0,1,0,0,0,0
11475,20643,blog,,Don't Miss The 'Absolutely Fabulous' Awards Luncheon,19,1,1431465573,1431963389,0,1,0,0,0,0
5372,10404,blog,,Don't Miss the 2012 Salem Area Visitor Guide,4,1,1322765605,1322782096,0,1,0,0,0,0
7251,13405,blog,,Don't Miss the 2013 Salem Visitor Guide,4,1,1358469329,1358548192,0,1,0,0,0,0
3691,7435,blog,,Don't Miss the Parade of Sweetness!,4,1,1287857504,1288029945,0,1,0,0,0,0
2535,4796,blog,,Don't Waste a Good Recession,8,1,1267138712,1267144590,0,1,0,0,0,0
10749,19330,blog,,Draw Visitors to Your Business with Creative Travel Packages,19,1,1415832823,1416007264,0,1,0,0,0,0
6768,12633,blog,,"Economic Summit - Property Values, Land Use, Development and Jobs",4,1,1349135660,1349203807,0,1,0,0,0,0
8798,16190,blog,,End of Year Deadline for Economic Development Grant Funds,19,1,1386710268,1435093770,0,1,0,0,0,0
8196,14883,blog,,Events Calendar Reaches Thousands,19,1,1375898308,1375983046,0,1,0,0,0,0
983,1874,blog,,Events Link - Engage in Salem' Outstanding Events!,4,1,1242923470,1369270147,0,1,0,0,0,0
6479,12196,blog,,Feature Your Business on the New Digital Smartphone Concierge,4,1,1342119147,1342135173,0,1,0,0,0,0
8905,16349,blog,,February 20 - Marketing Exchange Luncheon,19,1,1389649922,1389820108,0,1,0,0,0,0
5910,11222,blog,,First and Second Quarter Reports,4,1,1330648808,1330977757,0,1,0,0,0,0
4036,8086,blog,,First and Second Quarter Reports and 2011-2014 Strategic Plan,4,1,1296241312,1296241464,0,1,0,0,0,0
3044,5994,blog,,First Wednesday - Dog's Night Out,8,1,1274130813,1274205657,0,1,0,0,0,0
2804,5348,blog,,First Wednesday - Spring Art Show,8,1,1269981344,1269993660,0,1,0,0,0,0
4033,8083,blog,,First Wednesday - Love in the City,4,1,1296089684,1296089684,0,1,0,0,0,0
3375,6761,blog,,First Wednesday - Back to School,4,1,1281134731,1283278892,0,1,0,0,0,0
4490,8914,blog,,"First Wednesday - Dog' Night Out! (horses, blooms and Bubble Girl too!)",4,1,1306184036,1306191328,0,1,0,0,0,0
2947,5756,blog,,First Wednesday - Downtown' Blooming ,8,1,1272574407,1272645930,0,1,0,0,0,0
3801,7621,blog,,First Wednesday - Holiday Traditions,4,1,1290214691,1290464560,0,1,0,0,0,0
3829,7687,blog,,First Wednesday - Holiday Traditions,4,1,1290559452,1291148128,0,1,0,0,0,0
2537,4798,blog,,First Wednesday - Singing in the Rain ,8,1,1267138991,1267203946,0,1,0,0,0,0
3190,6337,blog,,First Wednesday - Spirit of America ,8,1,1276725876,1276804132,0,1,0,0,0,0
1706,3222,blog,,First Wednesday - Taste of Fall,8,1,1254785436,1254871562,0,1,0,0,0,0
1959,3674,blog,,First Wednesday - Thankful Giving,8,1,1256764328,1256842914,0,1,0,0,0,0
1160,2167,blog,,First Wednesday at Travel Salem's Travel Cafe,4,1,1245366044,1245370642,0,1,0,0,0,0
2631,4949,blog,,"Foster Strong Customer Service Culture through ""Q Care"" Program",8,1,1267836232,1268094053,0,1,0,0,0,0
7131,13201,blog,,FREE Marketing Opportunity Reminders!,4,1,1355783441,1355851556,0,1,0,0,0,0
5267,10197,blog,,Funding for Building Improvements in Downtown' Core Area Available!,4,1,1319827218,1320102490,0,1,0,0,0,0
3041,5987,blog,,Get ''Unplugged'' with Travel Salem,8,1,1274111942,1276730490,0,1,0,0,0,0
6276,11823,blog,,Get ready for visitors - Promote Your Business to Groups,4,1,1337209363,1337385018,0,1,0,0,0,0
7129,13199,blog,,Gifts with a Heart,4,1,1355763952,1406675097,0,1,0,0,0,0
8909,16353,blog,,Help Support New Athletic Fields in Salem,19,1,1389650292,1389897429,0,1,0,0,0,0
2553,4824,blog,,Historic vote in Congress will boost inbound travel to the Salem area and stimulate local economy,8,1,1267212401,1267220583,0,1,0,0,0,0
3803,7623,blog,,Holiday Gift Idea: Salem Book,4,1,1290215591,1290464775,0,1,0,0,0,0
3688,7432,blog,,"Hotel TV Digital Directories Are Now ""To Go""",4,1,1287856362,1288030215,0,1,0,0,0,0
8650,15921,blog,,Huffington Post Includes Willamette Valley in Top 10 Wine Destinations World-wide,19,1,1383779136,1384380037,0,1,0,0,0,0
7243,13397,blog,,Importance of External Links to your Website,4,1,1358378724,1358378816,0,1,0,0,0,0
3800,7620,blog,,Important Upcoming Dates,4,1,1290214526,1290464184,0,1,0,0,0,0
3830,7688,blog,,Important Upcoming Dates,4,1,1290559802,1291148175,0,1,0,0,0,0
4035,8085,blog,,Important Upcoming Dates,4,1,1296170008,1297711413,0,1,0,0,0,0
4146,8237,blog,,Important Upcoming Dates,4,1,1297448447,1297711487,0,1,0,0,0,0
4180,8339,blog,,Important Upcoming Dates,4,1,1299263497,1299263586,0,1,0,0,0,0
4397,8739,blog,,Important Upcoming Dates,4,1,1304196253,1304379694,0,1,0,0,0,0
4468,8879,blog,,Important Upcoming Dates,4,1,1305915131,1306191607,0,1,0,0,0,0
4553,9038,blog,,Important Upcoming Dates,4,1,1307747534,1308003803,0,1,0,0,0,0
4718,9292,blog,,Important Upcoming Dates,4,1,1310406585,1310424239,0,1,0,0,0,0
4794,9408,blog,,Important Upcoming Dates,4,1,1311267129,1313444391,0,1,0,0,0,0
4928,9594,blog,,Important Upcoming Dates,4,1,1313444494,1313450827,0,1,0,0,0,0
5035,9771,blog,,Important Upcoming Dates,4,1,1315333473,1316455874,0,1,0,0,0,0
5099,9883,blog,,Important Upcoming Dates,4,1,1316456944,1316457042,0,1,0,0,0,0
5146,9989,blog,,Important Upcoming Dates,4,1,1317236253,1318884823,0,1,0,0,0,0
5264,10194,blog,,Important Upcoming Dates ,4,1,1319824641,1320101956,0,1,0,0,0,0
1702,3218,blog,,Innovative Partnership between Travel Salem and  Willamette Valley Vineyards,8,1,1254784808,1254861536,0,1,0,0,0,0
10306,18622,blog,,Interactive Map Highlights Resources for Visitors,19,1,1408041165,1408122590,0,1,0,0,0,0
10624,19100,blog,,Introducing a New Partnership Program Between SwipeNow and Travel Salem,19,1,1413324967,1413572188,0,1,0,0,0,0
8537,15661,blog,,"Invite Sal, Travel Salem' Golden Pioneer, to your next event",19,1,1381342379,1383936839,0,1,0,0,0,0
3702,7468,blog,,Jenie Skoy Joins Travel Salem,4,1,1288392363,1288892454,0,1,0,0,0,0
11314,20345,blog,,Join Us ~ The 'Absolutely Fabulous' Awards Luncheon ~ May 21,19,1,1429223786,1429291785,0,1,0,0,0,0
9257,17030,blog,,Join Us for Team Salem,19,1,1394135132,1394483542,0,1,0,0,0,0
3374,6759,blog,,Join us for Travel Salem 101,4,1,1281134539,1281379137,0,1,0,0,0,0
7248,13402,blog,,Join us for Travel Salem 101 - January 31,4,1,1358382320,1358542378,0,1,0,0,0,0
4031,8081,blog,,"Join us for Travel Salem 101 - Thursday, February 10th 3:30-5 p.m.",4,1,1296080691,1296080828,0,1,0,0,0,0
4470,8882,blog,,"Join us for Travel Salem 101 - Thursday, June 9th, 3:30-5 p.m.",4,1,1305930354,1306191226,0,1,0,0,0,0
3601,7261,blog,,"Join us for Travel Salem 101 - Thursday, October 14th 3:30 - 4:30 p.m.",4,1,1286487013,1286569867,0,1,0,0,0,0
5192,10064,blog,,"Join us for Travel Salem 101 - Thursday, October 27th 3:30 - 5:00 p.m.",4,1,1318275021,1318873128,0,1,0,0,0,0
6480,12197,blog,,July 19th - Travel Salem Marketing Exchange Luncheon,4,1,1342128928,1342133485,0,1,0,0,0,0
7133,13203,blog,,Keeping You Informed,4,1,1355784701,1355784701,0,1,0,0,0,0
7245,13399,blog,,Keeping You Informed,4,1,1358380136,1358382100,0,1,0,0,0,0
11056,19826,blog,,Last Call - Advertise in the 2015 Visitor Guide ,19,1,1423696816,1423778844,0,1,0,0,0,0
9144,16759,blog,,Last Call ~ Advertise in the 2014 Visitor Guide,19,1,1392056814,1406672756,0,1,0,0,0,0
5911,11223,blog,,Last Call to Lock in Your Advertisement,4,1,1330734998,1330977346,0,1,0,0,0,0
7370,13566,blog,,Last Call to Lock in Your Advertisement,4,1,1361294359,1361820095,0,1,0,0,0,0
10443,18798,blog,,Last Chance to RSVP! Marketing Exchange Luncheon ~ Sept. 18 ,19,1,1410210950,1410380075,0,1,0,0,0,0
2153,4048,blog,,Latest Research on Economic Impact Now Available,8,1,1260836583,1260898535,0,1,0,0,0,0
4149,8241,blog,,Leverage Travel Oregon's National Adventurecation Campaign,4,1,1297451768,1297451832,0,1,0,0,0,0
10442,18796,blog,,List Your Business in the 2015 Salem Area Visitor Guide ,19,1,1410202784,1410281176,0,1,0,0,0,0
8656,15950,blog,,Listing Reminder for Lodging Properties,19,1,1383865606,1383866587,0,1,0,0,0,0
9259,17032,blog,,Literary Life and History of Salem Featured on C-SPAN ,19,1,1394143198,1394151643,0,1,0,0,0,0
5102,9886,blog,,"Local Heroes ""Show up"" for a Good Cause",4,1,1316457762,1316472501,0,1,0,0,0,0
4578,9080,blog,,Local Tourism Industry Experiences 6.6 Percent Increase in Travel Spending,4,1,1307985878,1307986075,0,1,0,0,0,0
10743,19324,blog,,Lodging Properties ~ Remember to list in Travel Oregon Guide,19,1,1415821277,1415923434,0,1,0,0,0,0
5373,10405,blog,,"Looking for the Best in Oregon - It's time to ""Be Scene"" as an Award Winner!",4,1,1322765944,1322765944,0,1,0,0,0,0
12064,21595,blog,,Make Plans Now for Total Solar Eclipse,19,1,1444847527,1445026790,0,1,0,0,0,0
1454,2768,blog,,Marketing Exchange Luncheon,8,1,1250182723,1250293990,0,1,0,0,0,0
1945,3649,blog,,Marketing Exchange Luncheon,8,1,1256691979,1256842563,0,1,0,0,0,0
2256,4223,blog,,"Marketing Exchange Luncheon - January 21, 2010",8,1,1263253016,1263256977,0,1,0,0,0,0
2622,4938,blog,,"Marketing Exchange Luncheon - March 18, 2010",8,1,1267827671,1268093852,0,1,0,0,0,0
9152,16777,blog,,Marketing Exchange Luncheon ~ February 20,19,1,1392156272,1392157275,0,1,0,0,0,0
10866,19513,blog,,Marketing Opportunities for 2015!,19,1,1418154226,1418403501,0,1,0,0,0,0
2945,5754,blog,,Meeting Planners look to Green Venues,8,1,1272573932,1361572905,0,1,0,0,0,0
2455,4641,blog,,Member News & Announcements,8,1,1265415384,1265416133,0,1,0,0,0,0
4398,8740,blog,,Member News & Announcements,4,1,1304196590,1304379132,0,1,0,0,0,0
3449,6920,blog,,Member Spotlight Invitation,4,1,1283808262,1284155291,0,1,0,0,0,0
3689,7433,blog,,Member Spotlight Invitation,4,1,1287856512,1287856512,0,1,0,0,0,0
4179,8338,blog,,Member Spotlight Invitation,4,1,1299263141,1299263141,0,1,0,0,0,0
4469,8880,blog,,Member Spotlight Invitation,4,1,1305915560,1305915560,0,1,0,0,0,0
2810,5354,blog,,Music Festival Electrifies a New Era of Engagement,8,1,1269984898,1269991340,0,1,0,0,0,0
5101,9885,blog,,Need More Visitor Guides?,4,1,1316457150,1318884756,0,1,0,0,0,0
6289,11845,blog,,New 2012-13 Salem Area Visitors Guide Available,4,1,1337381865,1337636550,0,1,0,0,0,0
10944,19658,blog,,New Greeter Program Needs Volunteers,19,1,1421259554,1421454397,0,1,0,0,0,0
6377,12008,blog,,New Hours for Travel Salem' Travel Cafe Visitors Center,4,1,1339800349,1339800429,0,1,0,0,0,0
8067,14581,blog,,New Legislation Helps Support Oregon' Tourism Industry,19,1,1373498032,1373667543,0,1,0,0,0,0
6290,11846,blog,,New Oregon Wine Country License Plate Now Available,4,1,1337382721,1337382791,0,1,0,0,0,0
4929,9595,blog,,NEW OREGON WINE COUNTRY LICENSE PLATE TO BOLSTER TOURISM,4,1,1313450745,1313536493,0,1,0,0,0,0
10942,19656,blog,,New Partnership Program with SwipeNow and Travel Salem,19,1,1421255976,1421454489,0,1,0,0,0,0
10203,18432,blog,,New Scenic Bikeway Rolls Through Marion County,19,1,1405361323,1405615886,0,1,0,0,0,0
2151,4046,blog,,NEW!!! Travel Salem Member Paid E-Blast Advertising,8,1,1260829045,1260898257,0,1,0,0,0,0
1456,2770,blog,,Next Team Salem Meeting,8,1,1250183104,1250294213,0,1,0,0,0,0
1777,3332,blog,,Next Team Salem Meeting,8,1,1255464384,1255470068,0,1,0,0,0,0
2453,4638,blog,,Next Team Salem Meeting,8,1,1265414672,1265415250,0,1,0,0,0,0
2812,5356,blog,,Next Team Salem Meeting,8,1,1269986922,1269991382,0,1,0,0,0,0
5508,10610,blog,,Nominations Being Accepted For 2011 Oregon Tourism Industry Achievement Awards,4,1,1326407878,1326407895,0,1,0,0,0,0
8540,15665,blog,,November 21 - Travel Salem Marketing Exchange Luncheon,19,1,1381354845,1435086912,0,1,0,0,0,0
8654,15925,blog,,November 21 :: Travel Salem Marketing Exchange Luncheon,19,1,1383784801,1384379974,0,1,0,0,0,0
9980,18111,blog,,Offer Travelers Packages and Specials,19,1,1402438193,1435094496,0,1,0,0,0,0
3602,7262,blog,,One-year Anniversary Party! Come Sip New Release Wine and Drop Off your Corks!,4,1,1286487492,1286491837,0,1,0,0,0,0
11185,20077,blog,,Opportunity to Market Your Business ~ Donate Auction Items ,19,1,1426018228,1426093536,0,1,0,0,0,0
3377,6766,blog,,Order Your 2010 Salem Area Visitor Guides Today,4,1,1281379368,1281379368,0,1,0,0,0,0
2545,4815,blog,,Oregon Adventurecation Promotion,8,1,1267206633,1267222912,0,1,0,0,0,0
2646,4968,blog,,Oregon Adventurecation Promotion,8,1,1268083095,1268093941,0,1,0,0,0,0
5106,9891,blog,,"Oregon Days of Culture 2011: Register (also, maybe win $1,000)",4,1,1316466979,1316476323,0,1,0,0,0,0
8193,14878,blog,,Oregon' Third Capitol Building Celebrates 75 Years in October,19,1,1375827600,1375899219,0,1,0,0,0,0
969,1857,blog,,Oregon' Visitor Industry Honors Travel Salem,4,1,1242838327,1244651924,0,1,0,0,0,0
7318,13491,blog,,"Our Mascot ""Sal"" is in Our Hotels on the New Hotel Phone App!",4,1,1360276049,1360625022,0,1,0,0,0,0
5036,9772,blog,,"Our Pal, Sal!",4,1,1315334496,1316472355,0,1,0,0,0,0
6116,11568,blog,,"Our Pal, Sal!",4,1,1334264875,1334784199,0,0,0,0,0,0
5510,10614,blog,,Photo Call Out for New Salem Area Visitors Guide,4,1,1326491138,1326495968,0,1,0,0,0,0
8655,15949,blog,,Pitching for a Home Run,19,1,1383864713,1384299604,0,1,0,0,0,0
6361,11960,blog,,Promote Your Business to Groups,4,1,1339019952,1435095191,0,1,0,0,0,0
9981,18112,blog,,Promote Your Business to Groups,19,1,1402439404,1402521616,0,1,0,0,0,0
6220,11709,blog,,Promote your Business to NAIA Golf Championships,4,1,1335469154,1335822904,0,1,0,0,0,0
11174,20065,blog,,Promote Your Business to Out of Town Visitors,19,1,1425936157,1426017478,0,1,0,0,0,0
11607,20861,blog,,Promote Your Business to Visitors,19,1,1433867254,1433962712,0,1,0,0,0,0
9977,18108,blog,,Put Your Business in Hotels with Digital Ads,19,1,1402436088,1402592406,0,1,0,0,0,0
9256,17029,blog,,Put Your Business On The Map,19,1,1394134541,1394473529,0,1,0,0,0,0
10945,19659,blog,,Reach Thousands of Potential Visitors,19,1,1421260943,1421454566,0,1,0,0,0,0
10439,18793,blog,,Registration Opens for the Oregon Rural Tourism Studio Program,19,1,1410199961,1410281550,0,1,0,0,0,0
9796,17825,blog,,Reminder ~ Lunch-N-Learn ~ May 21,19,1,1400004405,1400259842,0,1,0,0,0,0
9802,17833,blog,,Reminder ~ Travel Salem Seeks Story Ideas,19,1,1400018580,1400107578,0,1,0,0,0,0
9261,17034,blog,,Reminder ~ Visitors Love Travel Packages & Deals!,19,1,1394145997,1394220543,0,1,0,0,0,0
7371,13567,blog,,"Reminder: ""Speed Pitching"" Open House this Thursday",4,1,1361294476,1406673308,0,1,0,0,0,0
2942,5751,blog,,Reminder: 2010 Salem Area Visitors Guide Available,8,1,1272563705,1272584572,0,1,0,0,0,0
2257,4227,blog,,Reminder: Tourism Summit Tomorrow!,8,1,1263253290,1263414212,0,1,0,0,0,0
8069,14583,blog,,Renewed Travel Cafe Hours,19,1,1373500243,1373667921,0,1,0,0,0,0
9785,17812,blog,,"Salem Area Businesses Recognized at ""Absolutely Fabulous"" Awards Luncheon",19,1,1399935835,1400267548,0,1,0,0,0,0
11612,20866,blog,,"Salem Area Businesses Recognized at ""Absolutely Fabulous"" Awards Luncheon",19,1,1433961811,1433962777,0,1,0,0,0,0
2092,3928,blog,,Salem Area Draws in Convention Business,8,1,1259703537,1259705644,0,1,0,0,0,0
11604,20858,blog,,Salem Area Visitor Guide ~ Get Your Supply Now,19,1,1433803144,1433958298,0,1,0,0,0,0
8194,14879,blog,,Salem Area Visitor Guide is Excellent Resource for Travelers,19,1,1375830327,1375899321,0,1,0,0,0,0
3701,7467,blog,,Salem Bewitched by the Spirit of Volunteerism,4,1,1288392220,1288631989,0,1,0,0,0,0
2148,4043,blog,,Salem Book Arrives for the Holidays,8,1,1260828077,1260910418,0,1,0,0,0,0
5039,9775,blog,,Salem Regional Tourism Summit,4,1,1315345359,1316454888,0,1,0,0,0,0
9795,17824,blog,,Salem Scores Soccer Tournament ~ Again!,19,1,1399998117,1400169064,0,1,0,0,0,0
6362,11961,blog,,Salem Selected for 2013 BMW MOA Rally,4,1,1339020751,1339800357,0,1,0,0,0,0
4795,9409,blog,,Salem to Host Second Largest Tandem Bike Rally in the U.S.,4,1,1311267479,1311268024,0,1,0,0,0,0
12066,21597,blog,,Salem to Host US Quidditch Northwest Regional Championship Tournament,19,1,1444847804,1444860778,0,1,0,0,0,0
11172,20063,blog,,Salem Up Front!,19,1,1425935590,1426018514,0,1,0,0,0,0
7902,14295,blog,,Salem Welcomes the Capital Cup Soccer Tournament,19,1,1371145031,1372110852,0,1,0,0,0,0
6114,11566,blog,,Salem Will Host 2013 Oregon Governor' Conference on Tourism,4,1,1334263620,1334784173,0,1,0,0,0,0
3837,7703,blog,,Salem Wrestling Event Needs Volunteers!,4,1,1291076861,1291149913,0,1,0,0,0,0
