nid,vid,type,language,title,body,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate
968,1856,blog,,Travel Salem Marketing Exchange Luncheon,"<h3 style=""text-align: center;""><strong>How Creativity and Innovation Fuel our Economy and Transform Businesses</strong></h3>
<p style=""text-align: center;"">Thursday, July 16, 2009<br />11:45 a.m. - 1:15 p.m.<br />Willamette Valley Event Center<br />210 Monroe St., Mt. Angel</p>
<p style=""text-align: center;""><strong>Tickets on sale soon - watch your email for updates!</strong></p>
<p style=""text-align: left;""><strong><span style=""text-decoration: underline;"">Keynote Speaker</span>:</strong> Chris Coleman, Artistic Director of Portland Center Stage, will be sharing<!--break--> his unique perspective on ‰ÛÏCreative Class,‰Ûù based on the book ‰ÛÏThe Rise of the Creative Class.‰Ûù In today‰Ûªs new economy this is a relevant topic to businesses surviving and thriving, and translates into creative economic outcomes in the form of new ideas and regional growth. Chris will talk about how the concepts and influences of the Creative Class transforms businesses and communities.</p>
<p style=""text-align: left;""><strong><span style=""text-decoration: underline;"">Promote Your Business</span>:</strong>&nbsp; Make the most of this luncheon by planning to network with other attendees before and after the meeting. Remember to bring your business cards and company brochures for the Marketing Exchange table. <br /><br /><strong><span style=""text-decoration: underline;"">Enter-to-Win</span>! ‰ÛÒ</strong> Imagine the lazy days of summer‰Û_a drift boat fishing trip down the North Santiam River for two‰Û_ or if you are more adventurous a whitewater raft trip for four. This door prize is valued at $300+. If you love fishing or being on the river in a more adventurous way, this is a prize well worth winning! And you get to share it with a few friends. Guests must be present for a chance to win.</p>
<p style=""text-align: center;"">YOU WILL WANT TO ADD TO YOUR BUSINESS SAVVY AND NETWORK<br />BY ATTENDING THIS MARKETING EXCHANGE!</p>
<p style=""text-align: center;""><strong>See you on July 16, 2009!</strong></p>
<p style=""text-align: center;"">Thanks to our event sponsors:</p>
<p style=""text-align: center;""><span class=""inline inline-left""><a href=""http://www.woodennickel.com"" target=""_blank""><img src=""/files/images/Willamette_Valley_Event_Center_Small.jpg"" width=""151"" height=""151"" border=""0"" style=""vertical-align: middle; border: 0px;"" class=""image image-preview "" /></a>&nbsp;<span class=""inline inline-left""><a href=""http://www.woodennickel.com"" target=""_blank""><img src=""/files/images/wncc.JPG"" width=""238"" height=""50"" border=""0"" style=""vertical-align: middle;"" class=""image image-preview "" /></a>&nbsp;<span class=""inline inline-left""><a href=""http://www.nsrtrips.com"" target=""_blank""><img src=""/files/images/North_Santiam_River_Trips-small.JPG"" width=""150"" height=""106"" border=""0"" style=""vertical-align: middle;"" class=""image image-preview "" /></a></span></span></span></p>
<p style=""text-align: center;""><strong>Travel Salem would like to thank the following sponsors for an outstanding May Marketing Exchange Luncheon!</strong></p>
<p style=""text-align: center;"">Did you miss the May Marketing Exchange?&nbsp;Click <a href=""/page/past-me-luncheon-videos-presentation-info"">here</a> to view&nbsp;the slideshow presentation.</p>
<p style=""text-align: center;""><a href=""http://www.peonyparadise.com"" target=""_blank""><img src=""/files/images/RedLionHotelLogo.JPG"" width=""151"" height=""77"" border=""0"" style=""margin: 5px; vertical-align: middle;"" class=""image image-preview"" /><img src=""/files/images/Adelman.jpg"" width=""151"" height=""67"" border=""0"" style=""margin: 5px; vertical-align: middle;"" class=""image image-preview"" /></a></p>
<p style=""text-align: center;""><a href=""http://www.pamgregory-ins.com"" target=""_blank""><img src=""/files/images/LightsAttic.jpg"" width=""150"" height=""55"" border=""0"" style=""margin: 5px; vertical-align: middle;"" class=""image image-preview"" /><span class=""inline inline-left""><span class=""inline inline-left""><span class=""inline inline-left""><span class=""inline inline-left""><span class=""inline inline-left""><img src=""/files/images/Volcanoes.jpg"" width=""120"" height=""98"" border=""0"" style=""margin: 5px; vertical-align: middle;"" class=""image image-preview"" /><img src=""/files/images/HealthMarkets.JPG"" width=""150"" height=""42"" border=""0"" style=""margin: 5px; vertical-align: middle;"" class=""image image-preview"" /></span></span></span></span></span></a><!--break--></p>",4,1,1242838179,1301089210,0,1,0,0,0,0
969,1857,blog,,Oregon_—Ès Visitor Industry Honors Travel Salem,"<p>Travel Salem received the Oregon Governor‰Ûªs Creative Tourism Development Award Sunday, April 19, 2009 at the 25th Annual Governor‰Ûªs Conference <span class=""inline inline-left""><img class=""image image-preview"" src=""/files/images/2009GovConfAward.JPG"" border=""0"" width=""225"" height=""300"" style=""float: right; margin: 2px; border: 0px;"" /></span>on Tourism held in Salem at the Salem Conference Center. This prestigious award was presented to Travel Salem from the Oregon Tourism Commission for the creation of the Travel Salem Travel CafÌ©. The award recognizes an innovative program, promotion, or product by an Oregon individual, organization, business, community or region which epitomizes a new way of thinking about the tourism and hospitality industry.</p>
<p>On hand to accept the award for Travel Salem was Angie Morris, President &amp; CEO; Irene Bernards, Tourism Marketing &amp; PR Director; Debbie McCune, Director of Sales; Kathie Reeves,åÊMarketing &amp; Online Manager; Sue Nichols, Community Development Director; and Anthony Tham, Public Relations Manager.</p>
<p>‰ÛÏThis project started with<!--break--> a vision to dramatically improve how we showcase our region and how we connect with the visitor. As the project moved forward, the concept gained momentum and support from partners who believed in its ability to drive economic development. The Travel CafÌ© is the direct result of our community pulling together to create something fresh and exciting ‰ÛÒ for both visitors and local residents. By design, it reflects the beauty and vibrancy of our region, and enhances our ability to sell the Salem area as a true destination,‰Ûù said Morris.</p>
<p>Travel Salem has been recognized five other times throughout the Association‰Ûªs history with Governor‰Ûªs Tourism Awards including the 1991, 1993 and 2005 Governor‰Ûªs Regional Tourism Award, which recognizes cooperative marketing efforts; the 1997 Governor‰Ûªs Tourism Award; and the 2008 Tourism Industry Awareness Award.</p>",4,1,1242838327,1244651924,0,1,0,0,0,0
970,1858,blog,,Travel Caf’© Photo Diary and Grand Opening Memories,"<p>Throughout the course of building the Travel CafÌ©, Travel Salem has been keeping a photo diary on the progress. Click onåÊthe photo photo below to view nine different angles of the Travel CafÌ© from start to end:</p>
<p style=""text-align: center;""><span class=""inline inline-left""><a href=""http://www.flickr.com/photos/travelsalem/collections/72157608316455868/"" target=""_blank""><img class=""image image-preview"" src=""/files/images/TravelCafe.JPG"" border=""0"" width=""198"" height=""149"" /></a></span></p>
<p>Click <a href=""http://www.flickr.com/photos/travelsalem/sets/72157608421787051/"" target=""_blank"">here</a> for additional views from the photo diary and check out the <a href=""http://www.flickr.com/photos/travelsalem/sets/72157616180783815/"" target=""_blank"">photos</a> from the Travel CafÌ© grand opening celebration this past April!<!--break--></p>",4,1,1242839508,1244652092,0,1,0,0,0,0
971,1859,blog,,TravelSalem.com Offering Free Online Business Listings,"<p>Travel Salem is offering a free listing to businesses within the Salem city limits on their TravelSalem.com website. Travel Salem is a non-profit organization that promotes Salem and Marion and Polk counties for leisure tourism and convention and event business. The TravelSalem.com website is the official tourism and meeting website for Salem and had 250,000 visits to the site during 2007-08.</p>
<p>Businesses interested in a free listing and fit the Association‰Ûªs criteria (within the city limits of Salem, and no political, religious, pornographic or personal content) can go to <a href=""http://www.TravelSalem.com"" target=""_blank"">www.TravelSalem.com</a> to self-submit listing information.</p>
<p>Questions regarding this service can be directed to Kathie Reeves, Travel Salem‰Ûªs Marketing &amp; Online Manager, 503-581-4325 ext. 24 or <a href=""mailto:kreeves@travelsalem.com"">kreeves@travelsalem.com</a>.<!--break--></p>",4,1,1242839575,1244651985,0,1,0,0,0,0
972,1860,blog,,Travel Salem partners with Box Office Tickets on AbsolutelyTix,"<p>Travel Salem has partnered with Box Office Tickets to bring AbsolutelyTix, a new ticketing network for Salem and Marion and Polk counties. The new AbsolutelyTix network makes it easy for local arts, non-profit, and other community organizations to promote events, sell tickets and transact other business over the Internet. It also provides a single source of online information about upcoming local shows and events.<span class=""inline inline-left""><a href=""http://www.AbsolutelyTix.com"" target=""_blank""><img class=""image image-preview"" src=""/files/images/AbsolutelyTix.jpg"" border=""0"" width=""191"" height=""38"" style=""float: left; margin: 10px; border: black 2px solid;"" /></a></span></p>
<p><span class=""inline inline-left""></span></p>
<p><span class=""inline inline-left""></span>‰ÛÏAbsolutelyTix furthers our mission to be a comprehensive resource for visitors through our Travel CafÌ©, which will now serve as a centralized ticketing outlet,‰Ûù said Angie Morris, President and CEO of Travel Salem. ‰ÛÏIt also gives us<!--break--> the opportunity to support our local nonprofit organizations and partners by providing a much-needed service for ticketing. We partnered with Box Office Tickets because of its state-of-the-art ticketing, access to services and local focus."" What's more, notes Morris, five cents from each ticket sold on <a href=""http://www.absolutelytix.com"" target=""_blank"">www.absolutelytix.com</a> will be donated to an area non-profit organization each year.</p>
<p>Box Office Tickets Inc., the first ticketing company to bring Web 2.0 to local arts and cultural communities, has been empowering the event and entertainment industry through innovative services since 1993. Known for the quality of its customer service and technology, boxofficetickets.com is a national brand with proven experiences in handling all types of events ‰ÛÒ the arts, sports, business conferences, etc.</p>
<p>""We're pleased to partner with Travel Salem to create a local ticketing network that will help connect people to events and support the local economy,"" said George Domurot, President/CEO of Box Office Tickets Inc. ""Our online ticketing and transaction capabilities combined with Travel Salem's marketing and visitor outreach enables local organizations to promote their events and sell tickets to a much broader audience through the network.""</p>
<p>The AbsolutelyTix network is open to all theaters and groups with ticketing needs in Salem and Marion and Polk Counties. There are no fees for network partner organizations. <br />Those interested in partnering with Travel Salem in AbsolutelyTix should contact Angie Morris at 503-581-4325, ext. 26 or <a href=""mailto:amorris@travelsalem.com"">amorris@travelsalem.com</a>.</p>",4,1,1242839708,1244652023,0,1,0,0,0,0
973,1861,blog,,"Travel Salem join forces with SalemAlive.com _—– Absolutely Eventful to bring new, comprehensive website of Salem Events","<p>Since the summer of 2007, a group of Salem‰Ûªs large downtown <span class=""inline inline-left""><a href=""/Events/Event-Calendar"" target=""_blank""><img src=""/files/images/absolutely_eventful1_small.jpg"" width=""150"" height=""137"" border=""0"" style=""float: right; margin: 2px; border: black 2px solid;"" class=""image image-preview"" /></a></span>employers have been actively pursuing Vision 2020 projects to enhance the heart of the City - downtown, north downtown, and the Edgewater/Wallace area of West Salem. From this collaboration, <a href=""/Events/Event-Calendar"" target=""_blank"">SalemAlive.com</a>, a comprehensive website of Salem events, has been created.</p>
<p>Travel Salem provided the TravelSalem.com website as a host for SalemAlive.com. Residents and visitors can easily access additional information<!--break--> regarding attractions, special packages, and promotions to encourage the discovery of their community and the two-county region.</p>
<p>One of the Vision 2020 goals, identified in community conversations last year, was to better coordinate the marketing and advertising of City Center activities. A subcommittee was formed specifically tasked with creating a broad-reaching, single source of events information to bring Salem residents and visitors to the City Center. The subcommittee includes several local businesses including Travel Salem, Grand Hotel in Salem, Willamette University, Mission Mill Museum, , Go Downtown Salem!, Chemeketa Community College, Chamber of Commerce, Salem Health, and Elsinore Theatre.</p>
<p>SalemAlive.com went live on March 30 and allows residents to search for activities within the City Center, by location or interest area. SalemAlive.com also offers residents the ability to ‰ÛÏself-submit‰Ûù events that may be of interest to residents and visitors alike.</p>",4,1,1242853065,1361572865,0,1,0,0,0,0
975,1863,blog,,The Importance of a Thriving Downtown for Tourism,"<p>Visitors to a region or city can get a good feel for a community from its downtown. Unique boutiques, one-of-a-kind shops, diversity of local performing and visual art, a mixture of restaurants, combined with outstanding architecture, history and festive events and promotions, characterize a successful downtown. Visitors are attracted to<!--break--> downtowns such as this and Salem‰Ûªs downtown fits that illustration perfectly. Successful downtowns are viewed as a destination in their own right. Travel Salem‰Ûªs Visitor Profile study points out that downtown Salem is viewed as a leading activity during a visitors stay.</p>
<p>Traditionally, a downtown serves as a town square or hub for community gatherings; known for its sense of welcome and hospitality. Although unique shops and promotions are available in other shopping venues, the downtown atmosphere cannot be duplicated.</p>
<p>The distinct look and feel of Salem‰Ûªs downtown core is created by the richness of its history. The Historic Elsinore Theater, a 1926 Tudor Gothic movie palace, and the Reed Opera House, are examples of the significance of historical entities in a thriving downtown community.</p>
<p>As Salem‰Ûªs living room, historic downtown is a vibrant downtown with all the elements needed to maintain its ‰ÛÏdestination‰Ûù status. With its inviting atmosphere and coordinated events such as First Wednesday, downtown Salem introduces visitors to the distinctiveness of Salem and encourages the consideration of what the rest of this region has to offer.</p>
<p>Downtown Salem is the focus of Salem Vision 2020, a community-wide team, chaired by Mayor Janet Taylor, that works to shape the future of Salem‰Ûªs City Center. The foresight of Vision 2020 is to transform Salem‰Ûªs downtown into a vibrant, year-round regional destination for employees, visitors, and residents by the year 2020.</p>
<p>With its current amenities, development, revitalization and community involvement, downtown Salem will continue to be one of the region‰Ûªs major destinations.</p>
<p>~ Angie Morris, Travel Salem‰Ûªs CEO</p>
<p>* Originally printed in Statesman Journal, 3/22/09</p>",4,1,1242853240,1244652134,0,1,0,0,0,0
976,1864,blog,,Sponsorship and Advertising Opportunities Available Now!,"<p>Looking for ways to increase the effectiveness of your marketing program? Try one of these high-profile sponsorship and/or advertising opportunities:</p>
<p>‰Û¢åÊNEW! 25th Anniversary Special Offer - GPS listing included for a limited time with TravelSalem.com expanded listings (criteria apply)<br />‰Û¢åÊNEW!åÊ Garmin GPS Promotions - list your special on a GPS unit rented from the Travel Cafe.<br />‰Û¢åÊNEW! GPS Sponsorship - sign up to be a ""Featured Partner""åÊ (limited to 6 sponsors a year)<br />‰Û¢åÊMarketing Exchange Luncheons (limited to 2 sponsors, every other month) <br />‰Û¢åÊIndustry E-Newsletter (one sponsor, every other month) <br />‰Û¢åÊConsumer E-Newsletter (one sponsor, quarterly) <br />‰Û¢åÊTravel CafÌ© Plasma Screens (sponsorship and advertising)<br />‰Û¢åÊI-5 Rest Area Advertising <br />‰Û¢åÊTravelSalem.com Advertising</p>
<p>Contact Sue Nichols, Travel Salem‰Ûªs Community Development Director at 503-581-4325, ext. 22 or <a href=""mailto:snichols@TravelSalem.com"">snichols@TravelSalem.com</a> to discuss which options will benefit your business the most!<!--break--></p>",4,1,1242853314,1244652173,0,1,0,0,0,0
977,1865,blog,,"The Value of Twitter in 2,247 Characters","<p>Twitter is a social networking site that allows friends, family, and co-workers to communicate and stay connected through the exchange of short (140 characters or less) and frequent answers to one simple question: What are you doing?</p>
<p>It has quickly evolved into a tool that businesses and organizations use to market themselves to<!--break--> a generation focused on obtaining information using technology.</p>
<p>Travel Salem has been using Twitter to communicate and stay connected with consumers and regional partners through the exchange of quick real-time updates. News, upcoming events, and promotions are some examples of what Travel Salem has been tweeting about to an audience of local, national, and international ‰ÛÏfollowers‰Ûù (people that follow our tweets). In addition, information sent on Twitter is displayed on a public timeline, making tweets (the message that is sent out) viewable to more than 14 million users in the U.S. alone. Talk about getting your name out there!</p>
<p>Travel Salem‰Ûªs social media strategy using Twitter has already seen amazing results ‰ÛÓthe Travel CafÌ© coverage on KGW‰Ûªs Live@7, Statesman Journal covering tweets during a recent Santiam River rafting trip, and numerous blogs written about local attractions and lodging facilities from a well-known travel writer from California.</p>
<p>Are you using Twitter already? Follow us at <a href=""http://www.twitter.com/travelsalem"" target=""_blank"">www.twitter.com/travelsalem</a> and we‰Ûªll follow back! Referencing fellow ‰ÛÏtweeps‰Ûù (people/businesses that use Twitter) on tweets enables us to package the Salem region as a whole by driving consumers that view our tweets to your businesses‰Ûª page.</p>
<p>Interested in ‰ÛÏjumping on the bandwagon?‰Ûù Contact Anthony Tham, Travel Salem‰Ûªs Public Relations Manager, to assist you in setting up your Twitter account and for effective strategies to strengthen your brand and positively position your business or organization in front of consumers. If you‰Ûªre not looking to create an account but want to be involved, you can feed us information about your business so that we can use to develop a tweet under Travel Salem‰Ûªs account, which represents the Salem region. Information can range from upcoming events, news, promotions, etc. Send possible tweets to Anthony Tham, <a href=""mailto:atham@travelsalem.com"">atham@travelsalem.com</a> with ‰ÛÏTwitter‰Ûù on the subject line.</p>",4,1,1242853394,1245364816,0,1,0,0,0,0
978,1866,blog,,Upcoming Conferences & Events,"<p>Travel Salem is hard at work promoting Salem as a conference, meeting, and event destination. We offer diverse services to groups ranging from gathering items for welcome bags to arranging pre- and post-tours to providing on-site visitor information. The services Travel Salem offers is the ‰ÛÏfrosting on the cake‰Ûù that ensures a successful event.</p>
<p>Here is a sample of upcoming conferences, meetings and events:<!--break--></p>
<p><span style=""text-decoration: underline;"">June<br /></span>Edisel‰Ûªs Car Owners Club Rally<br />Alaska Teamsters Retirees<br />Beta Sigma Phi<br />Oregon Christian Convention<br />Jehovah Witness Watchtower Convention</p>
<p><span style=""text-decoration: underline;"">July<br /></span>Amateur Softball Association Girls 10 B West<br />Waterfront Soccer Tournament</p>
<p>If you are interested in learning how to reach conference and event attendees with your marketing information, please contact Sue Nichols, Travel Salem‰Ûªs Community Development Director at 503-581-4325, ext. 22 or <a href=""mailto:snichols@TravelSalem.com"">snichols@TravelSalem.com</a>.</p>",4,1,1242853493,1244652237,0,1,0,0,0,0
980,1868,blog,,Welcome New Members,"<p>Travel Salem‰Ûªs membership has grown to 271 members! Local businesses are experiencing the benefits of the results-oriented marketing opportunities that Travel Salem offers its partners. Check out the <a href=""/files/TravelSalemCurrentMembership_1.pdf"" target=""_blank"">list of members</a> and be sure to<!--break--> take advantage of the networking resources that Travel Salem provides at its bi-monthly Marketing Exchange luncheons.</p>
<p>If you know of a business that is interested in partnering to promote the region‰Ûªs lucrative $512 million industry that employs 6,010 people, please contact Sue Nichols, Travel Salem‰Ûªs Community Development Director at 503-581-4325, ext. 22 or <a href=""mailto:snichols@TravelSalem.com"">snichols@TravelSalem.com</a>.</p>
<p>Travel Salem Welcomes New members!</p>
<table style=""width: 100%;"" border=""0"" cellspacing=""2"" cellpadding=""2"">
<tbody>
<tr>
<td><a href=""http://www.Blanchetcatholicschool.com"" target=""_blank""><strong>Blanchet Catholic School</strong></a><br />4373 Market St. NE<br />Salem, OR&nbsp;97301<br />503-391-2639</td>
<td><a href=""http://www.boxofficetickets.com"" target=""_blank""><strong>Box Office Tickets, Inc.</strong><br /></a>818 SW 3rd Ave. (PMB 213)<br />Portland, OR<br />800-494-8497</td>
</tr>
<tr>
<td><strong>Casey's Cafe<br /></strong>466 Court St. NE<br />Salem, OR&nbsp;97301<br />503-399-0643</td>
<td><strong><a href=""http://www.citybankwa.com"" target=""_blank"">City Bank <br /></a></strong>2659 Commercial St SE #282<br />Salem, OR&nbsp;97301<br />503-588-8111</td>
</tr>
<tr>
<td><strong>Coffee Pair-Mobile Expresso</strong><br />11401 Steinkamp Rd. SE<br />Aumsville, OR<br />503-991-7455</td>
<td><strong><a href=""http://www.golfcreekside.com"" target=""_blank"">Creekside Golf Club, LLC</a></strong><br />6250 Clubhouse Dr. SE<br />Salem, OR&nbsp;97306<br />503-363-4653</td>
</tr>
<tr>
<td><strong><a href=""http://www.crestviewexecutivesuite.com"" target=""_blank"">Crestview Executive Suite</a></strong><br />2215 Crestview Dr.<br />Salem, OR&nbsp;97302<br />503-910-4593</td>
<td><strong><a href=""http://www.extremechocolates.com"" target=""_blank"">Extreme Chocolates, LLC</a></strong><br />Salem, OR 97301<br />503-581-6099</td>
</tr>
<tr>
<td><strong><a href=""http://www.thefellerhouse.com"" target=""_blank"">Feller House Bed &amp; Breakfast</a></strong><br />21625 Butteville Rd. NE<br />Aurora, OR 97002<br />503-678-0268</td>
<td><strong>Governor's Cup Coffee Roasters<br /></strong>471 Court St. NE<br />Salem, OR 97301<br />503-581-9675</td>
</tr>
<tr>
<td><strong><a href=""http://www.grandballroom.info"" target=""_blank"">Grand Ballroom<br /></a></strong>187 High St. NE<br />Salem, OR 97301<br />503-362-9185</td>
<td><strong><a href=""http://www.grandvines.com"" target=""_blank"">Grand Vines</a></strong><br />195 High St. NE<br />Salem, OR 97301<br />503-399-9463</td>
</tr>
<tr>
<td><strong><a href=""http://www.lalumieremassage.com"" target=""_blank"">LaLumiere Massage Boutique<br /></a></strong>2317 25th St. SE<br />Salem, OR 97301<br />503-581-1087</td>
<td><strong><a href=""http://www.loracrossphotography.com"" target=""_blank"">Lora Cross Photography</a></strong><br />2659 Commercial St. SE #282<br />Salem, OR&nbsp;97301<br />503-581-1591</td>
</tr>
<tr>
<td><strong><a href=""http://www.millcreekstation.com"" target=""_blank"">Mill Creek Station &amp; Catering<br /></a></strong>200 Hawthorne Ave. SE, Suite E-500<br />Salem, OR&nbsp; 97301<br />503-587-7031</td>
<td><strong><a href=""http://www.nsrtrips.com"" target=""_blank"">North Santiam River Trips</a></strong><br />PO Box 35<br />Mill City, OR&nbsp; 97360<br />503-897-3301</td>
</tr>
<tr>
<td><strong><a href=""http://www.moonstonehotels.com"" target=""_blank"">Oregon Garden Resort</a></strong><br />895 West Main St.<br />Silverton, OR&nbsp; 97381<br />503-873-5475</td>
<td><strong><a href=""http://www.rivergalleryart.com"" target=""_blank"">River Gallery</a></strong><br />184 S. Main St.<br />Independence, OR&nbsp; 97351<br />503-838-6171</td>
</tr>
<tr>
<td><strong><a href=""http://www.rodewayinn.com/hotel-salem-oregon-OR057"" target=""_blank"">Rodeway Inn<br /></a></strong>3340 Astoria Way NE<br />Salem, OR&nbsp; 97305<br />503-393-6000</td>
<td><strong>Spencer's Alley</strong><br />2725 Commercial St. Se<br />Salem, OR&nbsp; 97302<br />503-580-5568</td>
</tr>
<tr>
<td><strong><a href=""http://www.starlightlimousineservices.com"" target=""_blank"">Starlight Limousine</a></strong><br />PO Box 7176<br />Salem, OR&nbsp; 97303<br />503-566-7827</td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>
<p><a href=""http://www.crestviewexecutivesuite.com""></a></p>
<p><a href=""http://www.extremechocolates.com""></a></p>
<p><a href=""http://www.thefellerhouse.com""></a></p>
<p><strong>Thank you to the following members who recently renewed their Travel Salem membership for the 2008-09 year!</strong></p>
<table style=""width: 100%;"" border=""0"" cellspacing=""2"" cellpadding=""2"">
<tbody>
<tr>
<td><a href=""http://www.amtrak.com"" target=""_blank"">AMTRAK/ODOT Passenger Rail Program</a></td>
<td>Budget Lodge</td>
</tr>
<tr>
<td><a href=""http://www.chamberlainfinancial.com"" target=""_blank"">Chamberlain Financial Services</a></td>
<td><a href=""http://www.dannerandsoli.com"" target=""_blank"">Danner &amp; Soli </a></td>
</tr>
<tr>
<td><a href=""http://www.eventsatcopperhill.com"" target=""_blank"">Events at Copper Hill</a></td>
<td><a href=""http://www.firesteed.com"" target=""_blank"">Firesteed Cellars</a></td>
</tr>
<tr>
<td><a href=""http://www.quiltedforest.com"" target=""_blank"">Greenbaum‰Ûªs Quilted Forest</a></td>
<td><a href=""http://www.leftcoastcellars.com"" target=""_blank"">Left Coast Cellars</a></td>
</tr>
<tr>
<td><a href=""http://www.mapscu.com"" target=""_blank"">MaPS Credit Union</a></td>
<td><a href=""http://www.oregonstateparks.org"" target=""_blank"">Oregon Parks &amp; Recreation Dept.</a></td>
</tr>
<tr>
<td><a href=""http://www.phoenixinn.com"" target=""_blank"">Phoenix Inn Suites ‰ÛÒ North</a></td>
<td><a href=""http://www.phoenixinn.com"" target=""_blank"">Phoenix Inn Suites ‰ÛÒ South</a></td>
</tr>
<tr>
<td><a href=""http://www.salemchamberorchestra.org"" target=""_blank"">Salem Chamber Orchestra</a></td>
<td><a href=""http://www.spiritmountain.com"" target=""_blank"">Spirit Mountain Casino</a></td>
</tr>
<tr>
<td><a href=""http://www.stangelandwinery.com"" target=""_blank"">Stangeland Winery</a></td>
<td><a href=""http://www.thespringsliving.com"" target=""_blank"">The Springs at Sunnyview Independent Living</a></td>
</tr>
<tr>
<td><a href=""http://www.thespringsliving.com"" target=""_blank"">The Woods at Willowcreek Assisted Living and Memory Care</a></td>
<td><a href=""http://www.woodenshoe.com"" target=""_blank"">Wooden Shoe Tulip Farm</a></td>
</tr>
</tbody>
</table>",4,1,1242853648,1301089229,0,1,0,0,0,0
