nid,vid,type,language,title,body,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate
4395,8736,blog,,"May 2, 2011","<p style=""text-align: center;"">This edition sponsored by:</p>
<table style=""width: 100%;"" border=""5"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<h1 style=""text-align: center;""><strong><a href=""http://www.myliquordepot.com"" target=""_blank""><img src=""[site:url]sites/default/files/images/Liquor_Depot.jpg"" title=""Liquor Depot ~ Salem, Oregon ~ www.myliquordepot.com"" width=""160"" height=""91"" style=""margin: 5px; float: right; border: black 1px solid;"" /></a>Liquor Depot Has Exciting News</strong></h1>
<p>Liquor Depot (previously known as West Salem liquor) is under new ownership and&nbsp;management.</p>
<p>The GRAND OPENING for the new location (next door to current store) will be announced later this month. Come meet the new owners and managers and help us celebrate the exciting new changes.</p>
<p>As a new addition to the services, Liquor Depot is offering <span style=""text-decoration: underline;"">FREE delivery to businesses</span>.&nbsp;Now open 7 days a week.&nbsp;Mon.-Thurs. 10 a.m-8 p.m., Fri.-Sat. 10 a.m.-9 p.m., and Sun. 11 a.m.-7 p.m.</p>
<p>The store is bringing in new and exciting spirits, mixers and gifts&nbsp;on a weekly basis.&nbsp;A new gift design program that allows you to choose your spirits and/or mixers for fun gift baskets or bags has been incorporated. The gifts are made to order and are available already assembled. Jazz up the your gifts with greeting cards and other creative gift items.</p>
<p>To keep up with our exciting changes or&nbsp;get ideas for drinks, gifts, or an upcoming party follow us on <a href=""http://www.facebook.com/pages/Liquor-Depot/189079877787662"" target=""_blank"">Facebook</a>.</p>
<p style=""text-align: center;""><strong>Liquor Depot<br /></strong>1144 Wallace Rd. NW<br />Salem, OR 97304<br />503-399-8554<br /><a href=""mailto:liquordepotinc@gmail.com"">liquordepotinc@gmail.com</a><br /><a href=""http://www.myliquordepot.com"" target=""_blank"">www.myliquordepot.com</a></p>
</td>
</tr>
</tbody>
</table>
<ul>
<li><a href=""/newsletters/volume-4-issue-4"">Back to newsletter</a></li>
</ul>",4,1,1304191961,1304378843,0,1,0,0,0,0
4467,8877,blog,,"May 23, 2011","<p style=""text-align: center;"">This edition sponsored by:<br /><a href=""http://www.salemcarousel.org/"" target=""_blank""><img src=""[site:url]sites/default/files/images/Riverfront_Carousel_May_2011.jpg"" title=""Salem's Riverfront Carousel Celebrates 10 Years on Saturday, June 4, 2011! "" width=""501"" height=""290"" /></a></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-4-issue-5"">Back to newsletter</a></div>
</li>
</ul>",4,1,1305914297,1306188063,0,1,0,0,0,0
4552,9037,blog,,"June 13, 2011","<p style=""text-align: center;"">This edition sponsored by:<br /><a href=""http://www.facebook.com/pages/Wavra-Farms-and-Nursery/112394555458155"" target=""_blank""><img src=""[site:url]sites/default/files/images/Wavra_June_2011.jpg"" title=""Wavra Farms &amp; Nursery ~ Salem, Oregon"" width=""500"" height=""350"" style=""margin: 5px;"" /></a></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-4-issue-6"">Back to newsletter</a></div>
</li>
</ul>",4,1,1307747399,1307747399,0,1,0,0,0,0
4717,9290,blog,,"July 11, 2011","<p style=""text-align: center;"">This edition sponsored by:<br /><a href=""http://www.bravoevent.com/willamettevalleyevent/"" target=""_blank""><img src=""[site:url]sites/default/files/images/Bravo_2011.jpg"" title=""Bravo! Presents the 1st Annual Willamette Valley Event Showcase of the Hospitality &amp; Meeting Industry ~ October 6, 2011"" width=""500"" height=""350"" style=""margin: 5px;"" /></a></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-4-issue-7"">Back to newsletter</a></div>
</li>
</ul>",4,1,1310403822,1310403822,0,1,0,0,0,0
4792,9406,blog,,"July 25, 2011","<p style=""text-align: center;"">This edition sponsored by:<br /><a href=""http://www.bravoevent.com/willamettevalleyevent/"" target=""_blank""><img src=""[site:url]sites/default/files/images/Bravo_2011.jpg"" title=""Bravo! Presents the 1st Annual Willamette Valley Event Showcase of the Hospitality &amp; Meeting Industry ~ October 6, 2011"" width=""500"" height=""350"" style=""margin: 5px;"" /></a></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-4-issue-8"">Back to newsletter</a></div>
</li>
</ul>",4,1,1311265908,1311265908,0,1,0,0,0,0
4926,9592,blog,,"August 15, 2011","<p style=""text-align: center;"">This edition sponsored by:<br /><a href=""http://www.bravoevent.com/willamettevalleyevent/"" target=""_blank""><img src=""[site:url]sites/default/files/images/Bravo_2011.jpg"" title=""Bravo! Presents the 1st Annual Willamette Valley Event Showcase of the Hospitality &amp; Meeting Industry ~ October 6, 2011"" width=""500"" height=""350"" style=""margin: 5px;"" /></a></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-4-issue-9"">Back to newsletter</a></div>
</li>
</ul>",4,1,1313444020,1313444020,0,1,0,0,0,0
7998,14495,blog,,"July 8, 2013","<p>Pondering where to stay and what to see and do while in Oregon's capital city and the region? Let these creative packages and specials make your stay an Absolutely wonderful experience.</p>
<ul>
<li><strong style=""font-size: 12px;"">Limited Time Offers</strong></li>
<li><strong style=""font-size: 12px;""><span style=""font-size: 12px;"">Year Round Packages &amp; Specials</span></strong></li>
<li><strong style=""font-size: 12px;""><span style=""font-size: 12px;"">Local Discount &amp; Deal Websites</span></strong></li>
</ul>
<p><strong>Limited Time Offers</strong></p>
<p><img src=""[site:url]sites/default/files/images/Pinot%20grapes%20-%20polk%20county_117.jpg"" title=""grapes"" width=""170"" height=""110"" style=""margin: 5px; float: right;"" /></p>
<p><strong>Dinner Escape Package</strong><br /><strong><span style=""font-size: 12px;"">Oregon Garden Resort</span></strong></p>
<p>Enjoy a romantic Dinner Escape Package at the Oregon Garden Resort! Package includes accommodation, two dinner entrees in our Garden View Restaurant, a bottle of house wine, a full American buffet breakfast and admission to The Oregon Garden, an 80-acre botanical garden. Starting at $109.</p>
<p><span style=""font-size: 12px;"">For reservations, call 800-966-6490 or visit www.oregongardenresort.com. Reservations based on availability. Not to be combined with other offers. Valid &nbsp;through June 30, 2013. 800-966-6490 or 503-874-500. <a href=""http://www.oregongardenresort.com"" target=""_blank"" title=""Oregon Garden Resort"">www.oregongardenresort.com</a></span></p>
<p>&nbsp;</p>
<p><strong>Movies in the Garden Package</strong><br /><strong><span style=""font-size: 12px;"">Oregon Garden Resort</span></strong></p>
<p>Enjoy a movie under the stars at The Oregon Garden on Thursday nights. Package includes movie tickets; a picnic of wine, breads and cheeses; a picnic blanket; admission to The Oregon Garden and a continental breakfast. Starting at $150.</p>
<p><span style=""font-size: 12px;"">For reservations, call 800-966-6490 or visit www.oregongardenresort.com. This package is available on Thursday nights, July 11th through August 29th. 503-874-2500 or 800-966-6490. www.oregongardenresort.com &nbsp;</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 12px;"">Year Round Packages &amp; Specials</span></p>
<p>A Grand Romance Package<br /><span style=""font-size: 12px;"">Grand Hotel in Salem</span></p>
<p>This wonderful package includes overnight accommodations for two in your choice of suite, champagne or cider, fresh flowers and our complimentary hot continental breakfast buffet. Enjoy a late checkout of 1 p.m.</p>
<p>&nbsp;</p>
<p>For package pricing or to purchase this package, call 877-540-7800 or 503-540-7800 or visit www.GrandHotelSalem.com. This package does not have an expiration date.</p>
<p>&nbsp;</p>
<p>Advanced Purchase Package</p>
<p>Phoenix Inn Suites South Salem</p>
<p>Are you a business traveler who has a packed calendar of obligations? If you have weekly or monthly travel requirements, you can take advantage of Phoenix Inn's Advanced Purchase Package. This package offers a discounted rate when you reserve a room at least 5 days in advance with payment paid in full with no refunds, cancellations or changes.</p>
<p>&nbsp;</p>
<p>To purchase this package call 503-588-9220 or visit www.phoenixinnsuites.com. (Note: Advanced purchase packages can be booked online www.phoenixinnsuites.com and must be booked 5 days in advance.) This package does not have an expiration date.</p>
<p>&nbsp;</p>
<p>Complimentary Reserve Tasting for Two</p>
<p>Willamette Valley Vineyards</p>
<p>Receive a complimentary reserve wine tasting for two at Willamette Valley Vineyards. Enjoy six of our award-winning, delicious and sustainable wines at our beautiful Estate Winery. Hours: 11 a.m.-6 p.m. daily.</p>
<p>&nbsp;</p>
<p>To receive this deal, you must print a coupon by clicking here and bring it to Willamette Valley Vineyards. No expiration, coupon required. 503-588-9463 or 800-344-9463. www.wvv.com</p>
<p>&nbsp;</p>
<p>Create Your Own Stay</p>
<p>Grand Hotel in Salem</p>
<p>Create your own stay! Choose one option or choose them all! From A.C. Gilbert's Discovery Village to Special Romance Packages such as balloon rides, romantic dinner and flowers. Let your imagination run WILD!</p>
<p>&nbsp;</p>
<p>To purchase this package visit www.GrandHotelSalem.com. This package does not have an expiration date.</p>
<p>&nbsp;</p>
<p>Dinner and Movie Package<br /><span style=""font-size: 12px;"">Grand Hotel in Salem</span></p>
<p>Need a fun night out? Try this package on for size. Start your stay in a suite of your choice. Check in, relax and enjoy dinner at Bentley's Grill (a $75 value). Our on-site restaurant features the finest in Northwest cuisine and one of Willamette Valley's grandest wine selections. Movie passes for two await you in your room at check-in and are valid at any one of Salem's Regal Cinema movie theatres. In the morning, enjoy our complimentary continental breakfast buffet and a late checkout of 1 p.m.</p>
<p><span style=""font-size: 12px;"">To purchase this package visit www.GrandHotelSalem.com. This package does not have an expiration date.</span></p>
<p><span style=""font-size: 12px;"">Explore the Waterfront Package<br /></span><span style=""font-size: 12px;"">Shilo Inn Suites Salem</span></p>
<p>Package includes a one night stay at the Shilo Inn Suites in Salem, a gift certificate for 4 to A.C. Gilbert's Discovery Village and 4 tokens for Salem's Riverfront Carousel. Package price: $92 plus tax (additional nights $79.95 plus tax).</p>
<p><span style=""font-size: 12px;"">To purchase this package call 800-222-2244 or visit www.shiloinns.com. Requires 48 hour notice and has no expiration date.</span></p>
<p>&nbsp;</p>
<p>The Grand Wine Package<br /><span style=""font-size: 12px;"">Grand Hotel in Salem</span></p>
<p>Start your day with complimentary wine tasting at Willamette Valley Vineyards. Sample some of the Valley's most enological treasures. Continue your day with a self-guided tour of the Willamette Valley's many vineyards, and finally, a complimentary bottle of Willamette Valley Vineyards wine and an Oregon Wine Guide await you in your room of choice. The Grand Hotel in Salem wine glasses are yours to keep. In the morning, take advantage of our wonderful complimentary continental breakfast buffet. As a final touch, enjoy a late checkout of 1 p.m. Package pricing: Deluxe King - $169, Deluxe Double Queen - $179, King Suite - $189, Double Queen Suite - $199, Jacuzzi King Suite - $229. Additional tax to be added.</p>
<p>&nbsp;</p>
<p>To purchase this package call 877-540-7800 or 503-540-7800 or visit www.GrandHotelSalem.com. This package does not have an expiration date.</p>
<p>&nbsp;</p>
<p>Willamette Heritage Center at The Mill's AAA Offer<br /><span style=""font-size: 12px;"">Willamette Heritage Center at The Mill</span></p>
<p>A tour of Mission Mill Museum interprets the history of the Thomas Kay Woolen Mill - designated an American Treasure by the National Park Service - which produced wool products from 1889 to 1962 and represents one of Oregon's earliest and strongest industries. Mission Mill also interprets the history of Jason Lee's Methodist Mission to Oregon which settled in the Willamette Valley in 1834 before the major Oregon Trail migrations. $2 off admission by showing your AAA card.</p>
<p><span style=""font-size: 12px;"">To redeem this special, present your AAA card at the time of purchase. No expiration date. AAA card must be current. 503-585-7012 or www.WillametteHeritage.org</span></p>
<p>&nbsp;</p>
<p>Willamette Heritage Center at The Mill's 1/2 Off Offer<br /><span style=""font-size: 12px;"">Willamette Heritage Center at The Mill</span></p>
<p>A tour of Mission Mill Museum interprets the history of the Thomas Kay Woolen Mill - designated an American Treasure by the National Park Service - which produced wool products from 1889 to 1962 and represents one of Oregon's earliest and strongest industries. Mission Mill also interprets the history of Jason Lee's Methodist Mission to Oregon which settled in the Willamette Valley in 1834 before the major Oregon Trail migrations. 50% off admission for up to 4 with coupon from the Entertainment Book.</p>
<p><span style=""font-size: 12px;"">To redeem this special, present your Entertainment Book Coupon at the time of purchase. Expiration date is printed on the coupon. 503-585-7012 or www.WillametteHeritage.org</span></p>
<p>&nbsp;</p>
<p>Willamette Heritage Center at The Mill's &nbsp;National Trust for Historic Preservation Offer<br /><span style=""font-size: 12px;"">Willamette Heritage Center at The Mill</span></p>
<p>A tour of Mission Mill Museum interprets the history of the Thomas Kay Woolen Mill - designated an American Treasure by the National Park Service - which produced wool products from 1889 to 1962 and represents one of Oregon's earliest and strongest industries. Mission Mill also interprets the history of Jason Lee's Methodist Mission to Oregon which settled in the Willamette Valley in 1834 before the major Oregon Trail migrations. $2 off admission with National Trust for Historic Preservation card.</p>
<p>&nbsp;</p>
<p>To redeem this special, present your National Trust for Historic Preservation card at the time of purchase. No expiration date. National Trust for Historic Preservation card must be current. 503-585-7012 or www.WillametteHeritage.org</p>
<p>&nbsp;</p>
<p><span style=""font-size: 12px;"">Willamette Heritage Center at The Mill's Online Coupon<br /></span><span style=""font-size: 12px;"">Willamette Heritage Center at The Mill</span></p>
<p>A tour of Mission Mill Museum interprets the history of the Thomas Kay Woolen Mill - designated an American Treasure by the National Park Service - which produced wool products from 1889 to 1962 and represents one of Oregon's earliest and strongest industries. Mission Mill also interprets the history of Jason Lee's Methodist Mission to Oregon which settled in the Willamette Valley in 1834 before the major Oregon Trail migrations. $1 off admission when Jason Lee bucks are downloaded from www.WillametteHeritage.org and redeemed at the museum.</p>
<p><span style=""font-size: 12px;"">To redeem this special, present your Jason Lee bucks at the time of purchase. No expiration date. 503-585-7012 or www.WillametteHeritage.org</span></p>
<p>&nbsp;</p>
<p>Northern Lights Package<br /><span style=""font-size: 12px;"">Shilo Inn Suites Salem</span></p>
<p>Package includes a one night stay at the Shilo Inn Suites in Salem and a $25 gift certificate good for movie tickets and food and beverages at Northern Lights Theatre Pub. Package price: $94.95 plus tax (additional nights $79.95 plus tax).</p>
<p><span style=""font-size: 12px;"">To purchase this package call 800-222-2244 or visit www.shiloinns.com. Requires 48 hour notice and has no expiration date.</span></p>
<p>&nbsp;</p>
<p>Oregon Golf Package<br /><span style=""font-size: 12px;"">Grand Hotel in Salem</span></p>
<p>Enjoy a relaxing night in a suite of your choice before teeing off at the Salem Golf Club. Complimentary breakfast and a late checkout will no doubt assist you in a perfect game of golf for two.</p>
<p><span style=""font-size: 12px;"">To purchase this package visit www.GrandHotelSalem.com. This package does not have an expiration date.</span></p>
<p>&nbsp;</p>
<p>Romance Package<br /><span style=""font-size: 12px;"">Phoenix Inn Suites South Salem</span></p>
<p>We do the groundwork for your surprise and you get all of the credit! The Phoenix Inn Suites Romance Package includes a one night stay in our King Spa Suite. Your room will be adorned with truffles and sparkling cider. A $50 gift certificate for McGrath's Fish House is included in the package, as well as a late checkout of 1 p.m. Package price: $199.</p>
<p><span style=""font-size: 12px;"">To purchase this package, please call 503-581-7004 or visit www.phoenixinnsuites.com. This package does not have an expiration date.</span></p>
<p>&nbsp;</p>
<p>Salem Shopping Package<br /><span style=""font-size: 12px;"">Grand Hotel in Salem</span></p>
<p>Need a night away before a good day of shopping? Treat yourself to a night in a suite of your choice. A $50 Salem Center gift card, complimentary breakfast buffet, free parking and a late checkout of 1 p.m. top off this package, making your stay relaxing, enjoyable and fun!</p>
<p><span style=""font-size: 12px;"">To purchase this package, visit www.GrandHotelSalem.com. This package does not have an expiration date.</span></p>
<p>&nbsp;</p>
<p>Local Discount &amp; Deal Websites</p>
<p>Door to Door Savings Magazine/GoldStar Media</p>
<p>www.DoorToDoorSavings.com</p>
<p>&nbsp;</p>",19,1,1372367670,1372367670,0,1,0,0,0,0
838,1503,blog,,"April 9, 2015",<p>This is a test item for a newsletter</p>,1,1,1239730839,1239730839,0,1,0,0,0,0
1702,3218,blog,,Innovative Partnership between Travel Salem and Willamette Valley Vineyards,"<p>Travel Salem is committed to strengthening the communities that it serves. In efforts to further enhance the vitality of our communities in the region, Travel Salem has introduced ""Absolutely Giving Back."" <br /><br />Travel Salem holds various events throughout the year such as Marketing Exchange Luncheons, Team Salem meetings and special events. These activities involve hundreds of people and in an effort to ""Absolutely Give Back"" Travel Salem's staff and meeting attendees are encouraged to bring canned or non-perishable food items to these events. The contributions will be collected and donated quarterly to various local charities or aid organizations. Travel Salem will also be a collection point for new and used winter coats for children with distribution occurring as soon as possible to meet the immediate need of many shelters.<br /><br />Upcoming opportunities to give back include a free international seminar with Travel Oregon's international marketing team held exclusively for Travel Salem members; and at upcoming social media seminars in November. Read the articles in this newsletter for more details about these meetings.<br /><br />Join Travel Salem in our ""Absolutely Giving Back"" campaign!</p>",8,1,1254784808,1254861536,0,1,0,0,0,0
9562,17455,blog,, Lunch-n-Learn ,"<p style=""text-align: center;""><strong>Presented by:&nbsp;</strong></p>
<table style=""width: 100%;"" border=""0"">
<tbody>
<tr>
<td><a href=""http://www.flywheel.sandler.com/"" target=""_blank""><img src=""[site:url]sites/default/files/images/Flywheel%20logo%201.preview.jpg"" width=""190"" height=""57"" style=""display: block; margin-left: auto; margin-right: auto;"" /></a></td>
</tr>
</tbody>
</table>
<p style=""text-align: center;""><strong>May 21, 2014</strong><br /><strong>11:30am-1:30pm</strong><br />Red Lion, Salem&nbsp;&nbsp;<br /><em>For owners, managers and customer service teams&nbsp;</em>&nbsp;</p>
<table style=""width: 100%;"" border=""0"">
<tbody>
<tr>
<td><a href=""http://www.redlion.com/our-hotels/oregon/salem/"" target=""_blank""><img src=""[site:url]sites/default/files/images/RedLionSalemLogo2013_edit_0.jpg"" width=""150"" height=""92"" style=""display: block; margin-left: auto; margin-right: auto;"" /></a></td>
</tr>
</tbody>
</table>
<p style=""text-align: left;"">&nbsp;<em>Are you..</em>.&nbsp;</p>
<p>Worried your business may be losing valuable customers due to poor customer service? <br />Concerned that some team members may be over-promising and under-delivering? <br />Experiencing ""difficult"" customers who then get passed off to management to ""deal with"" ? <br />Frustrated that customer issues may not be followed up with or tracked and measured for ensured success and resolution? <br />Unsure how to train all employees to meet customer expectations? <br />Eroding profits because your service team misses upselling opportunities?&nbsp;</p>
<p>Strategic Customer Care: On the frontlines <br />In this time you'll learn how to help your customer service team:&nbsp;</p>
<ul>
<li>Establish trust with your customers</li>
<li>Up-sell and cross-sell&nbsp;</li>
<li>Improve customer communication&nbsp;</li>
<li>Nurture difficult people&nbsp;</li>
<li>Better understand your customers</li>
<li>Differentiate your company&nbsp;</li>
<li>Recognize defeating behavior&nbsp;</li>
<li>Break through comfort zones&nbsp;</li>
</ul>
<p><strong><em>FREE for Travel Salem members!</em></strong><br />$45 for nonmembers (can be applied toward membership)</p>
<table style=""width: 100%;"" border=""0"">
<tbody>
<tr>
<td><a href=""http://www.flywheel.sandler.com/"" target=""_blank"" style=""color: #0062a0; text-decoration: underline;""><img src=""[site:url]sites/default/files/images/Flywheel%20logo%201.preview.jpg"" width=""190"" height=""57"" style=""float: left;"" /></a></td>
</tr>
</tbody>
</table>
<p>Join Marjorie Dudley with Flywheel, a Sandler Training company, for this action packed workshop.<br />RSVP to: Sue 503-581-4325 x22 by May 19 or email to:&nbsp;Snichols@TravelSalem.com&nbsp;</p>
<p style=""text-align: left;""><strong>Seating is limited&nbsp;~ RSVP today!</strong><br />Special lunch menu $9 per person.&nbsp;<em>No outside food or drink, please.&nbsp;</em>&nbsp;</p>
<ul>
<li><a href=""/newsletters/april-21-2014"">Back to newsletter</a></li>
</ul>",19,1,1397606887,1397675468,0,1,0,0,0,0
1703,3219,blog,,"""Absolutely Giving Back"" ","<p>Travel Salem will be holding several social media seminars beginning in November. Social media has quickly become a powerful tool that businesses and organizations are using to market themselves. The seminars will give participants the opportunity to  learn about social networking tools that are changing the way businesses and organizations connect with consumers, and strategies on how to effectively utilize these tools. <br /><br />Follow the link below for a short online survey to determine interest, content, scheduling, and the option to submit questions you may have about social media ahead of time.<br /><br /><a href=""http://www.surveymonkey.com/s.aspx?sm=jVyv_2b9ioIMEVDhxY9rFn2g_3d_3d"" target=""_blank"">http://www.surveymonkey.com/s.aspx?sm=jVyv_2b9ioIMEVDhxY9rFn2g_3d_3d</a><br /><br />Exact dates and times to be announced soon. Contact Anthony Tham for additional information, 503-581-4325, ext. 25 or <a href=""mailto:atham@TravelSalem.com"">atham@TravelSalem.com</a>.</p>",8,1,1254784894,1254871374,0,1,0,0,0,0
5911,11223,blog,,"""Last Call"" to Lock in Your Advertisement","<p>This is the ""last call"" to lock in your advertisement for the 2012-13 Salem Area Visitor Guide. Ad sales will close Friday, March 9. Businesses interested in purchasing a display ad should contact Terra Moreland at <a href=""mailto:terram@mediamerica.net"">terram@mediamerica.net</a> or 503-445-8830.</p>
<p>The Salem Area Visitor Guide is the official visitor guide and resource for visitors to the Salem and mid-Willamette Valley. The guide is distributed to 800 locations throughout Oregon, Washington, California and British Columbia and serves as the response piece to all Salem inquiries generated through Travel Salem's advertising, public relations and consumer engagement strategies.</p>
<ul>
<li><a href=""/newsletters/march-5-2012"">Back to newsletter</a></li>
</ul>",4,1,1330734998,1330977346,0,1,0,0,0,0
